Date,Time,time_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
9/14/2017,2:12:22,42992.09,0.061,0.057,0.06,0.05,0.079,0.057,0.074,0.058,0.091,0.06,0.043,0.07,0.056,0.06,0.085
9/14/2017,2:32:22,42992.11,0.061,0.057,0.06,0.048,0.079,0.057,0.074,0.058,0.091,0.06,0.043,0.07,0.056,0.06,0.085
9/14/2017,2:52:22,42992.12,0.061,0.057,0.06,0.048,0.079,0.057,0.074,0.059,0.091,0.06,0.043,0.07,0.056,0.06,0.085
9/14/2017,3:12:22,42992.13,0.062,0.057,0.06,0.048,0.079,0.057,0.074,0.059,0.091,0.06,0.043,0.07,0.056,0.06,0.085
9/14/2017,3:32:22,42992.15,0.062,0.057,0.06,0.048,0.079,0.057,0.074,0.059,0.091,0.06,0.043,0.07,0.056,0.06,0.085
9/14/2017,3:52:22,42992.16,0.062,0.057,0.06,0.048,0.079,0.057,0.074,0.059,0.091,0.059,0.043,0.07,0.057,0.06,0.085
9/14/2017,4:12:22,42992.18,0.062,0.057,0.061,0.049,0.08,0.057,0.075,0.059,0.091,0.059,0.043,0.07,0.057,0.06,0.085
9/14/2017,4:32:22,42992.19,0.062,0.057,0.061,0.049,0.08,0.057,0.075,0.059,0.091,0.059,0.044,0.07,0.057,0.06,0.086
9/14/2017,4:52:22,42992.20,0.062,0.057,0.061,0.049,0.08,0.057,0.075,0.059,0.091,0.059,0.044,0.07,0.057,0.06,0.086
9/14/2017,5:12:22,42992.22,0.062,0.057,0.061,0.049,0.08,0.057,0.075,0.059,0.091,0.059,0.044,0.07,0.057,0.06,0.086
9/14/2017,5:32:22,42992.23,0.062,0.057,0.061,0.049,0.08,0.057,0.075,0.059,0.091,0.059,0.044,0.07,0.057,0.06,0.086
9/14/2017,5:52:22,42992.24,0.062,0.057,0.061,0.048,0.08,0.058,0.075,0.059,0.091,0.059,0.045,0.07,0.057,0.06,0.086
9/14/2017,6:12:22,42992.26,0.062,0.057,0.062,0.048,0.08,0.058,0.075,0.059,0.091,0.059,0.044,0.07,0.057,0.06,0.086
9/14/2017,6:32:22,42992.27,0.062,0.057,0.062,0.048,0.08,0.058,0.075,0.059,0.09,0.059,0.044,0.07,0.057,0.06,0.086
9/14/2017,6:52:22,42992.29,0.062,0.057,0.062,0.049,0.08,0.058,0.075,0.06,0.09,0.059,0.044,0.07,0.057,0.06,0.086
9/14/2017,7:12:22,42992.30,0.062,0.058,0.062,0.049,0.081,0.058,0.075,0.06,0.09,0.058,0.044,0.07,0.057,0.06,0.086
9/14/2017,7:32:22,42992.31,0.062,0.058,0.062,0.049,0.081,0.058,0.076,0.06,0.09,0.058,0.044,0.07,0.057,0.061,0.086
9/14/2017,7:52:22,42992.33,0.062,0.059,0.062,0.05,0.081,0.058,0.076,0.06,0.091,0.058,0.045,0.07,0.057,0.061,0.087
9/14/2017,8:12:22,42992.34,0.063,0.058,0.062,0.051,0.081,0.058,0.076,0.06,0.091,0.058,0.045,0.071,0.057,0.061,0.087
9/14/2017,8:32:22,42992.36,0.063,0.058,0.062,0.051,0.081,0.059,0.076,0.06,0.091,0.058,0.045,0.071,0.057,0.062,0.087
9/14/2017,8:52:22,42992.37,0.063,0.059,0.062,0.052,0.082,0.059,0.076,0.06,0.091,0.058,0.045,0.071,0.057,0.062,0.087
9/14/2017,9:12:22,42992.38,0.063,0.059,0.062,0.053,0.082,0.059,0.076,0.06,0.091,0.058,0.045,0.071,0.057,0.062,0.087
9/14/2017,9:32:22,42992.40,0.063,0.059,0.062,0.053,0.082,0.059,0.076,0.06,0.09,0.058,0.045,0.071,0.057,0.062,0.087
9/14/2017,9:52:22,42992.41,0.063,0.059,0.062,0.054,0.082,0.059,0.076,0.06,0.09,0.057,0.044,0.071,0.057,0.062,0.087
9/14/2017,10:12:22,42992.43,0.063,0.059,0.062,0.055,0.082,0.059,0.076,0.06,0.09,0.057,0.044,0.071,0.057,0.062,0.087
9/14/2017,10:32:22,42992.44,0.063,0.059,0.062,0.055,0.082,0.059,0.077,0.06,0.089,0.057,0.044,0.071,0.057,0.062,0.087
9/14/2017,10:52:22,42992.45,0.063,0.059,0.062,0.056,0.082,0.059,0.076,0.06,0.089,0.057,0.044,0.071,0.057,0.062,0.087
9/14/2017,11:12:22,42992.47,0.063,0.059,0.062,0.056,0.082,0.059,0.076,0.06,0.089,0.057,0.044,0.071,0.059,0.062,0.087
9/14/2017,11:32:22,42992.48,0.063,0.059,0.062,0.057,0.082,0.059,0.076,0.06,0.089,0.057,0.044,0.071,0.057,0.062,0.087
9/14/2017,11:52:22,42992.49,0.063,0.059,0.062,0.057,0.082,0.059,0.076,0.06,0.088,0.057,0.044,0.071,0.057,0.062,0.087
9/14/2017,12:12:22,42992.51,0.063,0.059,0.062,0.057,0.082,0.059,0.076,0.06,0.087,0.056,0.044,0.071,0.057,0.062,0.087
9/14/2017,12:32:22,42992.52,0.063,0.059,0.062,0.058,0.082,0.059,0.076,0.06,0.087,0.056,0.044,0.071,0.057,0.062,0.087
9/14/2017,12:52:22,42992.54,0.063,0.059,0.062,0.059,0.082,0.059,0.076,0.06,0.087,0.056,0.044,0.071,0.057,0.062,0.086
9/14/2017,13:12:22,42992.55,0.063,0.059,0.062,0.059,0.082,0.059,0.076,0.06,0.087,0.056,0.044,0.071,0.057,0.062,0.086
9/14/2017,13:32:22,42992.56,0.063,0.059,0.062,0.059,0.081,0.059,0.076,0.06,0.086,0.056,0.044,0.071,0.057,0.062,0.086
9/14/2017,13:52:22,42992.58,0.063,0.059,0.062,0.059,0.081,0.059,0.076,0.06,0.085,0.056,0.044,0.071,0.057,0.062,0.086
9/14/2017,14:12:22,42992.59,0.064,0.059,0.062,0.06,0.081,0.059,0.076,0.06,0.085,0.056,0.044,0.07,0.057,0.062,0.085
9/14/2017,14:32:22,42992.61,0.064,0.059,0.062,0.06,0.081,0.059,0.076,0.06,0.085,0.056,0.044,0.07,0.057,0.062,0.085
9/14/2017,14:52:22,42992.62,0.064,0.059,0.062,0.06,0.081,0.06,0.076,0.06,0.085,0.056,0.045,0.07,0.057,0.062,0.085
9/14/2017,15:12:22,42992.63,0.064,0.059,0.062,0.06,0.081,0.06,0.075,0.06,0.085,0.056,0.045,0.07,0.057,0.062,0.085
9/14/2017,15:32:22,42992.65,0.064,0.06,0.062,0.061,0.081,0.06,0.075,0.06,0.084,0.056,0.045,0.07,0.057,0.061,0.085
9/14/2017,15:52:22,42992.66,0.064,0.06,0.062,0.061,0.081,0.06,0.075,0.06,0.084,0.055,0.044,0.07,0.057,0.061,0.085
9/14/2017,16:12:22,42992.68,0.064,0.06,0.062,0.062,0.081,0.06,0.075,0.06,0.084,0.055,0.043,0.07,0.057,0.061,0.085
9/14/2017,16:32:22,42992.69,0.064,0.06,0.062,0.062,0.081,0.06,0.075,0.06,0.084,0.055,0.043,0.07,0.057,0.061,0.085
9/14/2017,16:52:22,42992.70,0.064,0.06,0.062,0.062,0.081,0.06,0.075,0.06,0.083,0.055,0.043,0.07,0.057,0.061,0.085
9/14/2017,17:12:22,42992.72,0.065,0.06,0.062,0.063,0.081,0.06,0.075,0.06,0.083,0.055,0.043,0.07,0.057,0.061,0.085
9/14/2017,17:32:22,42992.73,0.065,0.06,0.062,0.063,0.081,0.06,0.075,0.06,0.082,0.055,0.043,0.07,0.057,0.061,0.085
9/14/2017,17:52:22,42992.74,0.065,0.06,0.062,0.064,0.081,0.06,0.075,0.06,0.082,0.055,0.043,0.07,0.057,0.061,0.085
9/14/2017,18:12:22,42992.76,0.065,0.06,0.062,0.064,0.081,0.06,0.075,0.06,0.082,0.055,0.043,0.07,0.057,0.061,0.085
9/14/2017,18:32:22,42992.77,0.065,0.06,0.062,0.064,0.081,0.06,0.075,0.06,0.081,0.055,0.043,0.07,0.057,0.061,0.085
9/14/2017,18:52:22,42992.79,0.065,0.06,0.062,0.065,0.081,0.06,0.075,0.06,0.081,0.055,0.043,0.07,0.057,0.061,0.085
9/14/2017,19:12:22,42992.80,0.065,0.06,0.062,0.065,0.081,0.06,0.075,0.06,0.081,0.055,0.043,0.07,0.057,0.061,0.085
9/14/2017,19:32:22,42992.81,0.065,0.06,0.062,0.065,0.081,0.06,0.075,0.06,0.081,0.055,0.043,0.07,0.057,0.061,0.085
9/14/2017,19:52:22,42992.83,0.065,0.06,0.062,0.065,0.081,0.06,0.075,0.06,0.081,0.055,0.043,0.07,0.058,0.061,0.085
9/14/2017,20:12:22,42992.84,0.065,0.06,0.062,0.065,0.081,0.06,0.075,0.06,0.079,0.055,0.043,0.07,0.057,0.061,0.085
9/14/2017,20:32:22,42992.86,0.065,0.06,0.062,0.065,0.081,0.06,0.075,0.06,0.079,0.055,0.043,0.07,0.057,0.061,0.085
9/14/2017,20:52:22,42992.87,0.065,0.06,0.062,0.065,0.081,0.06,0.075,0.06,0.079,0.055,0.042,0.07,0.057,0.062,0.085
9/14/2017,21:12:22,42992.88,0.065,0.06,0.062,0.065,0.081,0.06,0.076,0.06,0.079,0.055,0.042,0.07,0.057,0.061,0.085
9/14/2017,21:32:22,42992.90,0.065,0.06,0.062,0.066,0.081,0.06,0.075,0.06,0.079,0.056,0.041,0.07,0.057,0.061,0.085
9/14/2017,21:52:22,42992.91,0.065,0.06,0.062,0.066,0.081,0.06,0.075,0.06,0.078,0.056,0.041,0.07,0.057,0.061,0.085
9/14/2017,22:12:22,42992.93,0.065,0.06,0.062,0.066,0.081,0.06,0.076,0.06,0.078,0.056,0.04,0.07,0.057,0.061,0.085
9/14/2017,22:32:22,42992.94,0.065,0.061,0.062,0.066,0.081,0.06,0.076,0.06,0.078,0.056,0.04,0.07,0.058,0.061,0.085
9/14/2017,22:52:22,42992.95,0.065,0.061,0.062,0.066,0.081,0.06,0.076,0.06,0.078,0.056,0.04,0.071,0.058,0.061,0.085
9/14/2017,23:12:22,42992.97,0.065,0.061,0.062,0.066,0.082,0.06,0.076,0.06,0.078,0.056,0.04,0.071,0.058,0.062,0.085
9/14/2017,23:32:22,42992.98,0.065,0.061,0.062,0.067,0.082,0.06,0.076,0.06,0.078,0.056,0.04,0.071,0.058,0.062,0.085
9/14/2017,23:52:22,42992.99,0.065,0.061,0.062,0.067,0.082,0.06,0.076,0.06,0.078,0.056,0.04,0.071,0.058,0.062,0.086
9/15/2017,0:12:22,42993.01,0.065,0.061,0.062,0.067,0.082,0.06,0.077,0.061,0.078,0.056,0.04,0.071,0.058,0.062,0.086
9/15/2017,0:32:22,42993.02,0.065,0.061,0.062,0.067,0.082,0.06,0.077,0.06,0.078,0.056,0.04,0.071,0.058,0.062,0.086
9/15/2017,0:52:22,42993.04,0.065,0.061,0.062,0.067,0.082,0.06,0.076,0.061,0.078,0.056,0.04,0.071,0.058,0.062,0.086
9/15/2017,1:12:22,42993.05,0.066,0.061,0.062,0.067,0.082,0.06,0.076,0.061,0.078,0.056,0.04,0.071,0.058,0.062,0.086
9/15/2017,1:32:22,42993.06,0.066,0.061,0.062,0.067,0.082,0.06,0.076,0.06,0.078,0.056,0.04,0.071,0.059,0.062,0.086
9/15/2017,1:52:22,42993.08,0.066,0.061,0.062,0.067,0.082,0.061,0.076,0.06,0.077,0.056,0.039,0.071,0.059,0.062,0.085
9/15/2017,2:12:22,42993.09,0.066,0.061,0.062,0.067,0.083,0.061,0.076,0.06,0.077,0.056,0.038,0.071,0.059,0.062,0.085
9/15/2017,2:32:22,42993.11,0.066,0.061,0.062,0.068,0.082,0.061,0.076,0.06,0.077,0.056,0.038,0.071,0.059,0.062,0.085
9/15/2017,2:52:22,42993.12,0.066,0.061,0.062,0.068,0.082,0.061,0.076,0.06,0.077,0.056,0.039,0.071,0.059,0.062,0.085
9/15/2017,3:12:22,42993.13,0.066,0.062,0.062,0.068,0.082,0.061,0.076,0.06,0.077,0.056,0.039,0.071,0.059,0.062,0.085
9/15/2017,3:32:22,42993.15,0.066,0.062,0.062,0.068,0.082,0.061,0.077,0.06,0.077,0.056,0.04,0.071,0.059,0.062,0.086
9/15/2017,3:52:22,42993.16,0.066,0.062,0.062,0.068,0.083,0.061,0.077,0.06,0.077,0.057,0.04,0.071,0.059,0.062,0.086
9/15/2017,4:12:22,42993.18,0.066,0.062,0.062,0.068,0.083,0.061,0.077,0.06,0.077,0.056,0.04,0.072,0.059,0.062,0.086
9/15/2017,4:32:22,42993.19,0.066,0.062,0.062,0.068,0.083,0.061,0.077,0.06,0.077,0.056,0.04,0.072,0.059,0.062,0.086
9/15/2017,4:52:22,42993.20,0.066,0.062,0.062,0.068,0.083,0.061,0.077,0.06,0.077,0.056,0.04,0.072,0.059,0.062,0.086
9/15/2017,5:12:22,42993.22,0.066,0.062,0.062,0.069,0.083,0.062,0.077,0.06,0.077,0.056,0.04,0.072,0.059,0.062,0.086
9/15/2017,5:32:22,42993.23,0.066,0.062,0.062,0.069,0.083,0.061,0.077,0.06,0.076,0.056,0.041,0.072,0.059,0.062,0.085
9/15/2017,5:52:22,42993.24,0.066,0.062,0.062,0.069,0.083,0.061,0.077,0.06,0.076,0.056,0.04,0.071,0.059,0.062,0.085
9/15/2017,6:12:22,42993.26,0.066,0.062,0.062,0.07,0.083,0.061,0.077,0.06,0.076,0.056,0.041,0.071,0.059,0.062,0.085
9/15/2017,6:32:22,42993.27,0.066,0.062,0.062,0.07,0.083,0.061,0.077,0.061,0.076,0.056,0.041,0.072,0.059,0.062,0.085
9/15/2017,6:52:22,42993.29,0.066,0.062,0.062,0.07,0.083,0.061,0.077,0.061,0.076,0.056,0.041,0.072,0.059,0.062,0.085
9/15/2017,7:12:22,42993.30,0.066,0.062,0.062,0.07,0.083,0.061,0.077,0.061,0.076,0.056,0.042,0.072,0.059,0.062,0.085
9/15/2017,7:32:22,42993.31,0.066,0.062,0.062,0.07,0.083,0.061,0.078,0.061,0.076,0.057,0.041,0.072,0.06,0.062,0.085
9/15/2017,7:52:22,42993.33,0.066,0.062,0.062,0.07,0.083,0.061,0.078,0.061,0.076,0.057,0.04,0.072,0.06,0.062,0.086
9/15/2017,8:12:22,42993.34,0.066,0.062,0.062,0.07,0.084,0.061,0.078,0.061,0.076,0.057,0.04,0.072,0.06,0.062,0.086
9/15/2017,8:32:22,42993.36,0.067,0.062,0.062,0.07,0.084,0.061,0.078,0.061,0.076,0.057,0.04,0.073,0.06,0.062,0.086
9/15/2017,8:52:22,42993.37,0.067,0.062,0.062,0.07,0.084,0.061,0.078,0.061,0.076,0.057,0.04,0.073,0.06,0.062,0.086
9/15/2017,9:12:22,42993.38,0.067,0.063,0.062,0.07,0.084,0.062,0.078,0.061,0.076,0.057,0.04,0.073,0.06,0.062,0.086
9/15/2017,9:32:22,42993.40,0.067,0.063,0.062,0.071,0.084,0.062,0.078,0.062,0.076,0.057,0.041,0.073,0.06,0.062,0.086
9/15/2017,9:52:22,42993.41,0.067,0.063,0.062,0.071,0.084,0.061,0.078,0.061,0.076,0.057,0.041,0.073,0.06,0.062,0.086
9/15/2017,10:12:22,42993.43,0.067,0.062,0.062,0.071,0.084,0.061,0.078,0.061,0.076,0.057,0.041,0.073,0.06,0.062,0.086
9/15/2017,10:32:22,42993.44,0.067,0.062,0.062,0.071,0.084,0.061,0.078,0.061,0.076,0.057,0.041,0.073,0.06,0.062,0.086
9/15/2017,10:52:22,42993.45,0.067,0.062,0.062,0.071,0.084,0.061,0.078,0.061,0.076,0.057,0.041,0.073,0.06,0.062,0.086
9/15/2017,11:12:22,42993.47,0.067,0.062,0.062,0.071,0.084,0.061,0.078,0.062,0.076,0.057,0.041,0.073,0.06,0.061,0.085
9/15/2017,11:32:22,42993.48,0.067,0.063,0.062,0.071,0.084,0.062,0.078,0.062,0.076,0.057,0.041,0.073,0.06,0.061,0.085
9/15/2017,11:52:22,42993.49,0.067,0.063,0.062,0.071,0.084,0.061,0.078,0.062,0.076,0.057,0.042,0.073,0.06,0.061,0.085
9/15/2017,12:12:22,42993.51,0.067,0.063,0.062,0.07,0.084,0.062,0.078,0.062,0.075,0.057,0.041,0.072,0.06,0.061,0.085
9/15/2017,12:32:22,42993.52,0.067,0.063,0.062,0.07,0.083,0.062,0.077,0.062,0.075,0.057,0.042,0.072,0.06,0.061,0.085
9/15/2017,12:52:22,42993.54,0.067,0.063,0.062,0.07,0.084,0.062,0.077,0.062,0.074,0.057,0.041,0.072,0.06,0.061,0.085
9/15/2017,13:12:22,42993.55,0.067,0.063,0.062,0.07,0.083,0.062,0.077,0.062,0.074,0.057,0.041,0.072,0.06,0.06,0.085
9/15/2017,13:32:22,42993.56,0.067,0.063,0.062,0.07,0.083,0.062,0.077,0.062,0.074,0.057,0.041,0.072,0.06,0.06,0.085
9/15/2017,13:52:22,42993.58,0.067,0.063,0.062,0.07,0.082,0.062,0.077,0.063,0.074,0.057,0.041,0.072,0.06,0.06,0.084
9/15/2017,14:12:22,42993.59,0.067,0.063,0.062,0.071,0.082,0.062,0.076,0.063,0.074,0.057,0.041,0.072,0.06,0.06,0.084
9/15/2017,14:32:22,42993.61,0.067,0.063,0.062,0.071,0.082,0.062,0.076,0.063,0.074,0.057,0.04,0.072,0.06,0.06,0.084
9/15/2017,14:52:22,42993.62,0.067,0.063,0.062,0.071,0.082,0.062,0.076,0.063,0.074,0.057,0.04,0.071,0.06,0.06,0.084
9/15/2017,15:12:22,42993.63,0.067,0.063,0.062,0.071,0.082,0.062,0.076,0.063,0.073,0.057,0.04,0.071,0.06,0.06,0.084
9/15/2017,15:32:22,42993.65,0.067,0.063,0.062,0.07,0.082,0.062,0.076,0.063,0.073,0.057,0.04,0.071,0.06,0.06,0.083
9/15/2017,15:52:22,42993.66,0.067,0.063,0.062,0.071,0.082,0.062,0.076,0.063,0.073,0.056,0.04,0.071,0.06,0.06,0.083
9/15/2017,16:12:22,42993.68,0.067,0.063,0.062,0.071,0.082,0.062,0.076,0.063,0.073,0.056,0.04,0.071,0.06,0.059,0.083
9/15/2017,16:32:22,42993.69,0.067,0.063,0.062,0.071,0.082,0.062,0.076,0.063,0.073,0.056,0.04,0.071,0.06,0.059,0.083
9/15/2017,16:52:22,42993.70,0.067,0.063,0.062,0.071,0.082,0.062,0.076,0.063,0.073,0.056,0.04,0.071,0.06,0.059,0.082
9/15/2017,17:12:22,42993.72,0.068,0.063,0.062,0.071,0.082,0.062,0.076,0.063,0.073,0.056,0.039,0.071,0.06,0.059,0.082
9/15/2017,17:32:22,42993.73,0.068,0.063,0.062,0.071,0.082,0.062,0.076,0.063,0.073,0.057,0.04,0.071,0.06,0.059,0.082
9/15/2017,17:52:22,42993.74,0.068,0.063,0.062,0.071,0.082,0.063,0.076,0.063,0.073,0.057,0.039,0.071,0.06,0.059,0.082
9/15/2017,18:12:22,42993.76,0.068,0.063,0.062,0.071,0.082,0.062,0.076,0.063,0.073,0.056,0.039,0.072,0.061,0.059,0.082
9/15/2017,18:32:22,42993.77,0.067,0.063,0.062,0.071,0.082,0.062,0.076,0.063,0.073,0.056,0.039,0.071,0.06,0.059,0.082
9/15/2017,18:52:22,42993.79,0.067,0.063,0.062,0.071,0.082,0.062,0.076,0.064,0.073,0.057,0.039,0.071,0.061,0.059,0.082
9/15/2017,19:12:22,42993.80,0.067,0.063,0.062,0.071,0.082,0.062,0.076,0.064,0.073,0.057,0.039,0.071,0.061,0.059,0.082
9/15/2017,19:32:22,42993.81,0.067,0.063,0.062,0.071,0.082,0.062,0.076,0.064,0.073,0.057,0.039,0.071,0.061,0.059,0.082
9/15/2017,19:52:22,42993.83,0.067,0.063,0.062,0.071,0.082,0.062,0.076,0.064,0.073,0.057,0.039,0.071,0.061,0.059,0.082
9/15/2017,20:12:22,42993.84,0.067,0.063,0.062,0.071,0.082,0.062,0.076,0.064,0.073,0.057,0.038,0.071,0.061,0.059,0.081
9/15/2017,20:32:22,42993.86,0.067,0.063,0.062,0.07,0.082,0.062,0.076,0.064,0.072,0.057,0.038,0.071,0.061,0.059,0.081
9/15/2017,20:52:22,42993.87,0.067,0.063,0.062,0.07,0.082,0.062,0.076,0.065,0.072,0.057,0.039,0.071,0.061,0.059,0.081
9/15/2017,21:12:22,42993.88,0.067,0.063,0.062,0.07,0.082,0.062,0.076,0.065,0.072,0.057,0.039,0.071,0.061,0.059,0.081
9/15/2017,21:32:22,42993.90,0.067,0.063,0.062,0.07,0.082,0.062,0.076,0.065,0.072,0.057,0.038,0.071,0.061,0.059,0.081
9/15/2017,21:52:22,42993.91,0.067,0.063,0.062,0.07,0.082,0.062,0.074,0.065,0.073,0.057,0.038,0.071,0.061,0.058,0.081
9/15/2017,22:12:22,42993.93,0.067,0.063,0.062,0.07,0.082,0.062,0.074,0.065,0.073,0.057,0.038,0.071,0.061,0.058,0.081
9/15/2017,22:32:22,42993.94,0.067,0.063,0.062,0.07,0.082,0.062,0.074,0.065,0.073,0.057,0.038,0.071,0.061,0.058,0.081
9/15/2017,22:52:22,42993.95,0.067,0.063,0.062,0.07,0.082,0.062,0.074,0.065,0.073,0.057,0.038,0.071,0.061,0.058,0.081
9/15/2017,23:12:22,42993.97,0.067,0.063,0.062,0.07,0.082,0.062,0.073,0.065,0.073,0.057,0.039,0.071,0.061,0.058,0.08
9/15/2017,23:32:22,42993.98,0.067,0.063,0.062,0.07,0.082,0.062,0.073,0.065,0.073,0.057,0.039,0.071,0.061,0.058,0.08
9/15/2017,23:52:22,42993.99,0.067,0.063,0.062,0.07,0.082,0.062,0.073,0.065,0.073,0.057,0.039,0.071,0.061,0.058,0.08
9/16/2017,0:12:22,42994.01,0.067,0.063,0.062,0.07,0.082,0.062,0.073,0.065,0.073,0.057,0.039,0.07,0.061,0.058,0.079
9/16/2017,0:32:22,42994.02,0.067,0.063,0.062,0.07,0.082,0.062,0.073,0.065,0.072,0.057,0.039,0.07,0.061,0.057,0.079
9/16/2017,0:52:22,42994.04,0.067,0.063,0.062,0.07,0.082,0.062,0.073,0.065,0.072,0.057,0.039,0.07,0.061,0.057,0.079
9/16/2017,1:12:22,42994.05,0.068,0.063,0.062,0.07,0.081,0.062,0.073,0.065,0.072,0.057,0.039,0.07,0.062,0.057,0.079
9/16/2017,1:32:22,42994.06,0.067,0.063,0.062,0.07,0.082,0.062,0.073,0.065,0.072,0.057,0.039,0.07,0.062,0.057,0.079
9/16/2017,1:52:22,42994.08,0.067,0.064,0.062,0.07,0.082,0.062,0.073,0.065,0.072,0.057,0.039,0.07,0.062,0.057,0.079
9/16/2017,2:12:22,42994.09,0.067,0.064,0.062,0.07,0.082,0.062,0.073,0.065,0.072,0.057,0.039,0.07,0.062,0.057,0.079
9/16/2017,2:32:22,42994.11,0.067,0.064,0.062,0.07,0.082,0.061,0.074,0.065,0.072,0.057,0.039,0.07,0.061,0.057,0.079
9/16/2017,2:52:22,42994.12,0.067,0.064,0.062,0.07,0.082,0.061,0.074,0.065,0.072,0.057,0.039,0.071,0.062,0.057,0.079
9/16/2017,3:12:22,42994.13,0.067,0.064,0.062,0.07,0.082,0.061,0.074,0.065,0.072,0.057,0.039,0.071,0.062,0.057,0.079
9/16/2017,3:32:22,42994.15,0.068,0.064,0.062,0.069,0.082,0.061,0.074,0.065,0.072,0.057,0.04,0.071,0.062,0.057,0.079
9/16/2017,3:52:22,42994.16,0.068,0.064,0.063,0.069,0.082,0.061,0.074,0.065,0.072,0.057,0.04,0.071,0.062,0.057,0.079
9/16/2017,4:12:22,42994.18,0.068,0.064,0.062,0.069,0.082,0.061,0.074,0.065,0.072,0.057,0.04,0.071,0.062,0.057,0.079
9/16/2017,4:32:22,42994.19,0.068,0.064,0.062,0.069,0.082,0.061,0.074,0.065,0.072,0.057,0.04,0.071,0.062,0.057,0.079
9/16/2017,4:52:22,42994.20,0.068,0.064,0.063,0.068,0.082,0.062,0.075,0.065,0.072,0.057,0.04,0.071,0.062,0.057,0.079
9/16/2017,5:12:22,42994.22,0.068,0.064,0.063,0.069,0.083,0.062,0.075,0.065,0.072,0.057,0.04,0.071,0.062,0.057,0.079
9/16/2017,5:32:22,42994.23,0.068,0.064,0.063,0.069,0.082,0.061,0.075,0.065,0.072,0.057,0.04,0.071,0.062,0.057,0.079
9/16/2017,5:52:22,42994.24,0.068,0.064,0.063,0.068,0.083,0.061,0.075,0.065,0.072,0.057,0.04,0.071,0.062,0.057,0.079
9/16/2017,6:12:22,42994.26,0.068,0.064,0.063,0.068,0.083,0.061,0.075,0.065,0.072,0.058,0.04,0.071,0.062,0.057,0.079
9/16/2017,6:32:22,42994.27,0.068,0.064,0.063,0.068,0.082,0.061,0.074,0.065,0.072,0.057,0.04,0.071,0.062,0.057,0.079
9/16/2017,6:52:22,42994.29,0.068,0.064,0.063,0.068,0.082,0.061,0.075,0.065,0.071,0.057,0.04,0.071,0.062,0.057,0.079
9/16/2017,7:12:22,42994.30,0.068,0.064,0.063,0.068,0.082,0.061,0.075,0.065,0.071,0.057,0.04,0.071,0.062,0.057,0.079
9/16/2017,7:32:22,42994.31,0.068,0.064,0.063,0.068,0.082,0.061,0.074,0.065,0.071,0.057,0.04,0.071,0.062,0.057,0.079
9/16/2017,7:52:22,42994.33,0.068,0.064,0.063,0.068,0.082,0.061,0.075,0.065,0.071,0.057,0.04,0.071,0.062,0.057,0.079
9/16/2017,8:12:22,42994.34,0.068,0.064,0.063,0.068,0.082,0.061,0.075,0.065,0.071,0.057,0.04,0.071,0.062,0.057,0.079
9/16/2017,8:32:22,42994.36,0.068,0.065,0.063,0.068,0.082,0.061,0.075,0.065,0.071,0.057,0.04,0.071,0.062,0.057,0.079
9/16/2017,8:52:22,42994.37,0.068,0.065,0.063,0.068,0.083,0.061,0.075,0.065,0.071,0.057,0.041,0.071,0.062,0.057,0.079
9/16/2017,9:12:22,42994.38,0.068,0.065,0.063,0.068,0.083,0.061,0.076,0.065,0.071,0.057,0.041,0.071,0.062,0.057,0.079
9/16/2017,9:32:22,42994.40,0.068,0.065,0.063,0.068,0.083,0.061,0.076,0.065,0.071,0.057,0.041,0.071,0.062,0.057,0.079
9/16/2017,9:52:22,42994.41,0.068,0.064,0.063,0.068,0.083,0.06,0.076,0.065,0.071,0.057,0.041,0.071,0.062,0.057,0.079
9/16/2017,10:12:22,42994.43,0.068,0.064,0.063,0.068,0.083,0.06,0.076,0.065,0.071,0.057,0.041,0.072,0.062,0.057,0.079
9/16/2017,10:32:22,42994.44,0.068,0.064,0.063,0.068,0.083,0.06,0.076,0.066,0.071,0.057,0.042,0.071,0.062,0.057,0.079
9/16/2017,10:52:22,42994.45,0.068,0.064,0.063,0.068,0.083,0.06,0.075,0.066,0.071,0.057,0.042,0.071,0.062,0.056,0.079
9/16/2017,11:12:22,42994.47,0.068,0.065,0.063,0.068,0.083,0.06,0.075,0.066,0.071,0.057,0.042,0.071,0.062,0.056,0.079
9/16/2017,11:32:22,42994.48,0.068,0.065,0.063,0.068,0.083,0.061,0.075,0.066,0.071,0.057,0.042,0.071,0.062,0.056,0.079
9/16/2017,11:52:22,42994.49,0.068,0.065,0.063,0.067,0.083,0.061,0.075,0.066,0.071,0.057,0.042,0.071,0.062,0.056,0.079
9/16/2017,12:12:22,42994.51,0.068,0.065,0.063,0.067,0.083,0.06,0.076,0.066,0.071,0.057,0.042,0.071,0.062,0.056,0.079
9/16/2017,12:32:22,42994.52,0.07,0.065,0.063,0.067,0.082,0.062,0.075,0.066,0.071,0.057,0.042,0.071,0.062,0.056,0.079
9/16/2017,12:52:22,42994.54,0.071,0.066,0.063,0.067,0.082,0.063,0.074,0.066,0.07,0.057,0.042,0.071,0.062,0.056,0.079
9/16/2017,13:12:22,42994.55,0.07,0.066,0.063,0.067,0.082,0.062,0.074,0.066,0.07,0.057,0.042,0.071,0.062,0.055,0.078
